Rating,Date Experienced,Review Title,Review,Dominant Emotion,Confidence Score
1,2023-09-22,Do NOT trust PureGym,member get frustrate fed lack action men shower specifically fail repair fail clean firmly hq team… complain raised concern green mould smell write review contact director leeds every single request ignore take sample mould even sent environmental health,anger,0.9873540997505188
2,2023-09-23,Online company that can't provide an online service!!,current member want add additional membership app state via app contact customer service resolve straight away speak someone telephone online run totally online operation make sure fit purpose e customer make necessary change online,neutral,0.8305607438087463
1,2023-09-22,Garbage,garbage move cuz one parking park ridiculous unsafe first secondly company deal park nightmare deal take anything even use voucher give case go one since may give pay £ cuz machine work staff useless like class session manager classless office guy make big decision move also fool garbage absolute horrendous,fear,0.4929887652397156
2,2023-09-18,Inputting registration,inputting registration people forget enter registration want work straight away like day get park fine min one time forget registration,neutral,0.5364464521408081
1,2023-09-20,The new layout is horrendous,new layout horrendous anyone want cardio find alternative cram together corner machine right next one another never space run machine face wall cm face suggest layout plan change continue membership,neutral,0.6123784184455872
2,2023-08-11,It's ok for the price but they should…,ok price hire cleaner sometimes really dirty,sadness,0.4233705699443817
1,2023-09-19,To Rebecca Passmore and UK PureGym HQ team,management e rebecca passmore uk team support fix problem member report… generic response sorry star contact manager… clear resource approval cost fix problem fault …… increase cost membership yet cannot provide clean safe enjoyable place workout list thing resolve priority men shower fix shower remove mould smell fix water pressure clean good dust everywhere police car parking use anpr require fix many machine constantly break also side note leicester look great well kept invest replicate walnut street give lick paint update might actually make member feel get value money,sadness,0.813651442527771
2,2023-09-13,All the best instructors always leave…,best instructor always leave replace one far inferior standard hence reason bother class much,anger,0.46871477365493774
1,2023-09-19,Thanks Pure Gym I was late for work…,thanks late work yesterday even bother fix shower month wait car park wait shower get plumber,sadness,0.6619714498519897
2,2023-09-18,More expensive than any other Puregym…,expensive midland yet fraction list service pay clean tidy boil hot air condition save money wi fi despite included membership,neutral,0.4239659905433655
1,2023-08-26,very poorly organized,poorly organize lack number customer use go wandsworth well organize move wembley happy wembley,sadness,0.9151703715324402
1,2023-07-03,SHAMELESS THEIFS,steal child abuse thier lack knowledge technical world money,sadness,0.43137940764427185
2,2023-09-17,Not enough equipment or to many members,every time go little available use unless go pm good due work day,neutral,0.5442237257957458
1,2023-09-18,It was supposed to be my induction day…,suppose induction day september pm reach literally one give induction first time bad experience want join,anger,0.27860328555107117
1,2023-09-18,Deliberate cold showers to save on…,deliberate cold shower save money confirm pay fee cover hot water update update boiler setting,neutral,0.7257958054542542
1,2023-09-17,The gym manager has an appalling…,manager appal attitude member rude aggressive abrupt shame good personal trainer friendly enough trained year never speak like due shockingly poor customer service option cancel membership put complaint heard nothing back say al really,anger,0.6381813883781433
2,2023-09-11,You’ll struggle to find plates,firstly say clean expect becasue new like big open struggle find plate waste time walk around try find kg kg plate benching people would come take bench safety bar bail go struggle tell safety bar sit far high bench press suppose get pay cheap,anger,0.33310624957084656
1,2023-09-18,Unprofessional trainer,write express dissatisfaction behavior one personal trainer foad recent class studio today attend class lead foad schedule start however disappointment foad leave room shortly class begin chose prioritize personal training client instead teach class disrupt class also display lack professionalism commitment participant pay member believe essential instructor like foad fulfill responsibility commitment student incident leave feeling frustrate disappointed level service provide kindly request address matter promptly ensure incident occur future affect overall quality experience member like hope resolution ensure good accountability professionalism staff thank attention issue look forward response action rectify situation,anger,0.947625458240509
2,2023-09-16,The gym suffers from trying to do too much and doing nothing well.,suffers try everything everyone end nothing especially well great cardio equip free weight bench cable machine prime location little space peak time able plan set good hack squad machine hurt shoulder pull bar low push station dwarf vend machine work google pay car park token faff poor ventilation mean stink bo time place go way join switch ftc,sadness,0.7969475984573364
2,2023-09-17,So Untidy,simple question employ someone keep functional zone particular tidy especially weekend,neutral,0.9019473195075989
2,2023-09-14,Not impressed with the classes or…,impressed class instructor take class,surprise,0.5600529909133911
2,2023-09-09,Frustrating most times I visit,really need address phone zombie spend time star phone instead concentrate workout several time ask someone nearly finish wait age say another rep go back phone minute later leave without finish set still sit phone frustration share many member want get set go constantly hold people watch video need address grow problem place poster ask people use phone mindful user long frustration boil big problem also flicker light shower smell like urinal good either,anger,0.9617833495140076
1,2023-09-14,No accessible tap water on the main…,accessible tap water main floor … tap break two week nobody care … bristol harbour… sure require law provide water,sadness,0.3789236843585968
1,2023-09-14,Pure Gym HQ - please give your support to this gym manager,hq please support manager deputy manager fix shower member become unhappy situation also feed wait work shower available often late work surely hard get maintenance team plumber manage refit leicester one cannot even provide clean team fix shower,sadness,0.9639575481414795
2,2023-09-14,"Broken lockers , lack of staff.",half locker men change room broken toilet men change room dirty bad smell wi fi available basic lot broken lack staff make complaint ask question reception would make huge difference day average price fair good city hope locker address hygiene change area improve,sadness,0.4451505243778229
1,2023-09-08,Had to cancel my membership after just…,cancel membership week like school playground kid run around play fight mess chase zero etiquette nothing say staff group road much well,anger,0.6658519506454468
1,2023-09-11,Customer service is non existent,customer service non existent ok way contact central organisation account error erroneous communication receive disappointing lack customer service look alternative ridiculous run large organisation push away customer avoid contact also mean make mistake membership account issue use facility resolve problem take money provide product mess something,sadness,0.3893115222454071
2,2023-09-13,Unhygienic / Dirty,thank generic response think miss point clean station free weight move closer cardio importantly stock beg differ clean mean feather duster yes orherwise emphatic second time less helpfull understanding time move care customer money get speak longbridge dirty clean station close treadmill remove one free weight otherwise leave clean stuff upper cardio remove go studio collect stuff clean machine management say cut back waste hence cardiac rarely get wipe use,neutral,0.3678668737411499
1,2023-09-13,Limited kit and Uninterested staff,visit site today impress limited kit uninterested staff find laughable session “manager” crumple paper throw like basketball bin funny finishing session head shower interested watch tiktok anything else would almost guarantee well productive thing could get wrong clean enough know take away clean station none someone clean kit make fee uncomfortable many site shower could decent clean,surprise,0.4351719617843628
1,2023-09-13,Please sort your showers out,sort shower give star ice cold shower stench come sink real issue please sort like everything else p shower regularly issue new,disgust,0.38015836477279663
1,2023-09-11,Still no change here,still change pg seem copy paste response silence negative customer feedback spin bike need maintenance work class availability need review standard practice run,neutral,0.5003148913383484
1,2023-09-11,Where is the gym managers,manager shower use month apart dirty one also break least usable never clean communication issue presence management please issue closing,sadness,0.6864215731620789
1,2023-09-12,Not worth it for the price,need heavy dumbbell kg mind blow make bad barbell weight plate even bench press £ way par,sadness,0.3698306977748871
1,2023-09-12,Overcrowded..,overcrowded good use take far many member,joy,0.6076610684394836
2,2023-09-11,Spin bikes,spin bike long overdue service seat odd angle strap loose speedometer rarely work please look asap,sadness,0.4671643078327179
1,2023-09-12,Avoid,small dirty ridiculously loud attend non peak time yet still could find free piece weight change room smelt drain definitely need look broken locker main changing room door even shut properly music spin class loud people main shout could hear music max head phone luckily visit area day would cancel membership local back,sadness,0.5511803030967712
2,2023-09-12,Management should monitor the lockers…,staff monitor locker use people leave stuff locker prevent people use normally go locker full almost empty ridiculous disrespectful member website say rule keep stuff locker overnight management ilford clearly monitoring,anger,0.944421112537384
1,2023-09-12,Staff taking photos of customers!,disgrace cleaner take photo whilst treadmill take photo whilst people around,disgust,0.6522109508514404
1,2023-09-11,Puregym Northwich has to be the worst…,northwich bad ever year training machine always break dirt grim everywhere people train phone tell management nothing dirty look staff girlfriend call “ f cking moron pt training report nothing backing back yet least people dirty look abuse pt girlfriend compete bnbf natural bodybuilding come nd overall british final even well one well apart one pt surly make look good poor management everyone say turn air con red hot outside constant smell bad music ever hear terrible rust cap miss allot report year ago still fix would give zero could poor management poor attitude allot pt yet warrington new one crewe great atmosphere great music vibe pt zero dirty look zero northwich need total overhaul immediately iam affraid strangely enough cannot go management northwich contact number email,sadness,0.920013427734375
2,2023-09-11,When I chose to join puregym Muswell…,chose join muswell hill firstly main reason still class pt good knowledgeable make class enjoyable much able see result hard work class discipline enough train problem constantly consistency class pt sometimes class week work monday friday today make class pt class around long leave others either stop due pt take time move unable attend management well late manager actually know name stormed class start tell client go put coat locker trip hazard fair enough way say well put way people skill need bit work iv never know manager actually take class either iv see since manager lose good pt class disappearing,sadness,0.796869695186615
1,2023-09-08,Cool Your Boots...and Everything Else!,move previous close follow complaint lead believe although manager always maintain one problem shower water luke warm mention feedback email advise shower ° reduce energy consumption despite recommendation dermatologist ideal temperature ° upper level ° way know warm sunny day unheated water home comparable temperature co sun hit kitchen bathroom think prefer degree warmer least another °,sadness,0.5665662884712219
1,2023-06-09,Staff not friendly and not available,staff friendly available send leeds l give experience definitely smile least selective people check cam,neutral,0.533707320690155
1,2023-09-04,They are happy to employ someone who…,happy employ someone sack deal drug prisoner whilst work prison service fully aware drug deal past still happy work year old daily basis quite frankly sham previously contact head office give monkey safe space code nothing lip service,joy,0.8921455144882202
1,2023-09-04,"Very disappointed, hot and smelly",way week hot week year tell member staff aircon work follow lady change room cleanliness check smell 💩 ewwww lady toilet work never know work since join august smell mixed heat motivate workout leave minute cardio drip sweat feel slightly sick smell hurry go back membership fee waste shame really want felt motivate struggle mental health issue year would recommend moment get toilet problem aircon sort sent email ask plan five day reply go cancel membership find alternative working toilet must,sadness,0.428924560546875
1,2023-09-08,Broken AC. Again,odd every year summer heatwave air con break winter heat break yet air con broken staff state fix next week heatwave join want pleasant workout,sadness,0.5381225943565369
2,2023-09-08,Member feedback,enjoy use however leave frustrated follow point believe justifies £ membership cost air con temperature make awful workout experience simply hot see people feedback youve mention temperature automatically control might true cardio section always refreshingly cool however free weight area immediately leave enter need address air con function year previously get beyond joke member deserve good work pool sweat time take fixed example cable machine upstairs approach month action acceptable consider busy get lat pull attachment date attachment please insert url google mirafit cable machine attachment set handle youll know one refer use one disappear month back replace finally suggestion box mention previous review good idea able locate office think move somewhere else allow people provide constructive criticism without speak staff member might reduce negative review member frustrated issue would like resolved way report,anger,0.4908304214477539
2,2023-09-07,Topless gym,love mostafa pt trainer show body walk topless mother workout shy see men naked body encouraged young kid guy show body take picture big yoga room lot mirrows go anymore like topless show mother well change want walk topless naked show body believe social place place privet place,fear,0.9459654688835144
1,2023-04-07,The gym in Camden (London),camden london small ok shower change room small get cramp peak time toilet tiny dirty staff quite keep friendly,neutral,0.5836542844772339
1,2023-09-07,Equipment is terrible worst gym I have trained in. …,basic understand corporate problem little due high intake client break often moment broken cable machine lumbar extension leg press leg extension item use pay go another weekend get full training session multiple treadmill break dangerous miss safety cap eg pec dec take month fix load way completely rust air conditioning turn lot time hot weather tv allow switched music even bite bad present dirty place action feedback give management hold back review long un motivating train lack area hour one either positive point give look headquarters email ask contact detail none find give fitness weight training wanna go chat sit phone maybe double train time queue little need total refurb warrington crewe 💯 well motivate staff bad northwich,anger,0.4681631326675415
1,2023-09-05,Tuesday 5th September 2023 another no…,tuesday th september another show cycle class instructor 👨🏫 staff member disappointed member need sort provide alternative cover staff member holiday totally unacceptable,sadness,0.8873491883277893
2,2023-09-07,Hednesford pure gym is like a sauna,hednesford like sauna air condition work since around may put plenty complaint regard air condition since may nothing really consider move way hot understand workout build sweat run minute sweat pour quite fit please get air condition sort feel customer also move air condition like go get contact health safety safe customer could pas due fitness hot,sadness,0.39266180992126465
1,2023-09-06,Rules?! what rules?!,rule general rule one follow find matter www[dot]puregym[dot]com rule might well remove website certainly none follow east india bring use sweat towel bag permit onto floor clothing flip flop sandal permit may use whilst influence alcohol narcotic tranquilizer medication substance ensure put weight back original place misuse weight drop floor use locker duration training session,neutral,0.7890328764915466
1,2023-09-06,No working air conditioning yet again…,work air condition yet hot week year complaint raise via twitter adamant work clearly put hand front ac vent pump warm air utter joke,anger,0.3853636384010315
1,2023-07-19,A car crash of a gym being run to the ground,muswell hill consistently drop quality management class pt since move year ago late management seem inadequate frankly create hostile environment cause number best pt leave say pt leave behind bad management one pt certain female review let name scream across people sits prevents others use tarot card middle rude obnoxious another pt toby blast music loud hear wherever build smash bike spin class hard ground shake light fit treadmill almost ready drop seem spend much time shift” actually phone massage bed management also concern standard within stink toilet disgust floor always mess always group teenage boy hog generally loud obnoxious really understand head office let happen talented staff leave customer follow cancel membership place feel happy comfortable anymore,anger,0.3524360656738281
2,2023-09-06,The gym is useless borough / London…,useless borough london bridge branch since new management take unable open time third visit open late please well event cannot open time offer discount membership,sadness,0.7458385229110718
1,2023-09-05,The worse pure gym I've ever worked out in,first visit joke disappoint locker use machine maintain hygiene leave feeling like go pick bug unclean place freeze cold shower staff friendly cycle room unsafe instructor keep light would cancel membership know area rough could take good care place,fear,0.7384751439094543
2,2023-08-28,Old and done in,use multiple location due travel work stay partner south side recently start use newly open giffnock branch comparison horrendous robroyston dire need refurb upgrade single thing change upgraded since open year ago big enough level use especially peak time date change fitness industry type attachment available pretty shameful member pay sub par compare clean new well facility absolutely dread use location,fear,0.98862224817276
2,2023-09-05,Bentley Bridge branch - Getting Unusable,unfortunately walk edge unusable month piece order reduce whilst understand go commission month end sight appear want get company fix pay bill still collect fee feel like con premium member pay something get rate maybe force move jd gymupdate september th star star credit credit due next day write original review couple guy fix approx machine still main issue machine main stay people would nice rectify come repair percent step right direction,sadness,0.9028289318084717
2,2023-08-21,Too busy and badly laid out,far crowd peak time busy struggle get weight machine bench full kid sorry age put group young lad idea even end hurt likely quite small compare retail park cross trainer stepper ram front window corner everyone stare shop cleaning station would good sort lay upped age enter plus add cleaning station seem rush,sadness,0.9024918079376221
1,2023-09-05,First day at the gym and very…,first day disappointed cleaning station limit set due small quite limited issue would nightmare busy period wait hope clean station put place quickly leave happen nobody want excersise sweat cover wquipment,fear,0.43276873230934143
2,2023-09-04,Improvements needed,past month feel standard slip luton dunstable constantly issue lady toilet whether toilet roll soap toilet order hand dryer order sink flood today water soap dispenser break push get soap front fall also uncomfortable much male employee go lady changing room open door announce nice middle change use many year good use air con lady section seem work today stuffy almost unbearable change room rest seem air con seem many class time table especially spin think outside office hour time table,surprise,0.3246142864227295
1,2023-09-04,This gym needs more equipment,need one preacher curl bench dumbbell enough expensive small comparison large much waste space generally excellent imho need work inside handy quick workout disappoint overall smith machine seem cheap comparison also bench quality seem bit rushed one get open use occasionally way work disappointing,anger,0.7145611643791199
1,2023-09-04,Cold showers that reek of pee,shower like roller coaster sadness tepid freeze use excuse save energy go stop find let decent shower really care improve carbon footprint put solar panel etc actually hot water also change room reek pish month either member spray prayer pretty serious sewage problem,sadness,0.9524746537208557
1,2023-08-09,MONEY SNATCHING PT,money snatch pt use personal trainer private lesson christina harris never show pay back shes scammer take responsibility refuse pay back offer zero compensation waste money crap excuse way well,anger,0.662909746170044
1,2023-09-02,OK if you enjoy the smell of urine,ok enjoy smell urine soon walk hit face smell urine quite unpleasant enter female changing room get bad mention lack cleanliness poor facility half machine throughout become broken music class day unbearably loud actually hate,sadness,0.5134129524230957
1,2023-09-01,ABSOLUTE WORST CUSTOMER SERVICE EVER!,seriously guy need get active professional customer service speak human messenger take hour respond email pm yesterday still reply access day yet take money spend money decent customer service people get quick response,neutral,0.530184268951416
1,2023-09-01,Member of staff was rude,member staff rude breath stank alcohol make feel uncomfortable,fear,0.9361297488212585
1,2023-08-09,Smells like pee,change room smell like pee broken toilet door lock inconvenient layout space bright machine break …,disgust,0.6923799514770508
1,2023-08-31,I am unable to park my car and wait for…,unable park car wait sometimes half hour,sadness,0.3990548551082611
1,2023-08-30,Cancelled after on month of use,cancelled month use go week month try visit hiit class class basically minute one circuit break rotate movement far bad class ever visit workout general weight area fine hot water visit emergency evacuation due lack power go completely dark mid workout insufficient emergency light still hot water shower visit still hot water spin bike try use loose pedal crank rattle could desire workout also phone reception connect wifi annoy process,sadness,0.3256395161151886
1,2023-08-31,PureGym. PURE RIPOFF!,overprice overrated membership frozen day sign lock without warn email flow several hour later state train concern sign day previously ask cancel membership give refund receive less half month payment back day intending use get £ ever hear seven day trial period,fear,0.9622935056686401
1,2023-08-30,Real let down with the classes,real let class instructor available fail notify app extremely short staff bank class like year see say warn keep say go improve say like year warning app,fear,0.6090878844261169
2,2023-08-01,Don’t feel comfortable as a woman,feel comfortable woman men stare like dog second walk must pas entire get change room machine small however enough space free weight room fit people max worth pay £ per month staff alright location convenient though,joy,0.9426344037055969
1,2023-08-29,Couldn’t find the manager last few…,could find manager last time try report shower keep go hot cold,neutral,0.46910208463668823
2,2023-08-18,Very Dirty Gym,hi recently join eastgate go lot class enjoy however studio class take place really dirty every class hand filthy water black wash clean studio exercise mat seem like clean regularly also shock filthy water fountain last time go use old hair lump something brown drain really disgust people get sick remains dirty please reassure regular cleaning service eastgate step game keep user safe healthy,disgust,0.8942467570304871
1,2023-08-26,PTs are so friendly and supportive,pt friendly supportive keep great work… shame let dirty machine toilet dust,sadness,0.45396438241004944
1,2023-08-12,Pure gym ignore feedback and complaints…,ignore feedback complaint specifically walnut street many long stand issue matter speak directly find manager suggest online write review,neutral,0.8696686625480652
1,2023-08-29,"Equipment breaks, do nothing.",edit* response regular maintenance wait engineer engineer take month replace battery broken clock routine check funny cross trainer break month job leave even put sign break machine legal involve person get injure lack intelligence nothing let customer use broken machine care cross trainer bad enough one stop work nothing also pt tom happily take money year still owe lesson bother location run badly include clock leave fault like fate management,surprise,0.3488864600658417
1,2023-08-29,Non-existing customer service,non exist customer service phone want cancel refund wait age automate response get back unacceptable high price pay average,sadness,0.5407962203025818
1,2023-08-24,Not worth it whatsoever,incredibly busy even even pm surprise barely staff present many people squat power cage despite safety guard available especially death justyn vicky bodybuilder die fail squat barbell break neck barely point sign unless fan queue top weight never put back right rack even available bad far shame tonne space utilized ridiculous freeweights area pack full people tip toe one another cause even safety issue,surprise,0.9584323167800903
1,2023-08-28,So disappointed,disappoint muswell hill cancel another class please someone explain happen pt drop like fly barely class anymore monday pm pump murat favourite,surprise,0.5190737843513489
1,2023-08-27,Bring back wash stations ASAP,please livingston bring back wash station major step backwards one people leave wash station wash dirt major negative treadmill sodden sweat stain fix weight much,sadness,0.8404552340507507
1,2023-08-28,Used to be great - pure gym muswell hill,use love member almost year promise refurbishment happen poor management high staff turn air con v bad always smell group young guy hog machine murat leave ice cake pt two year massive loss husband cancel membership,sadness,0.8762684464454651
1,2023-08-24,"No available parking, No available showers",find really hard access due people use car park workplace home parking often attend work appreciate peak time witness people week week walk work car others manage park walk car park towards city unacceptable car park never police get anpr give people hour free parking surely hard fix large long stand problem similarly shower long stand problem easy fix either refit shower good standard keep clean fix clean usually stand workout wait one two shower become free frustrating management constantly ignore issue raise bother fix one clearly viable maybe observe long stand car park issue inspect shower month note two order specifically shower issue complete lack communication plan resolve issue know,sadness,0.3987988531589508
1,2023-08-26,Good luck if busy,break minimal use good luck busy try see like fully join big plus music sht,neutral,0.5201137661933899
1,2023-08-26,Two days in a row no one bothered…,two day row one bother show get start session nervous join completely put email noone show first session apologise book onto one follow day well one show one either bother try,fear,0.9653146266937256
2,2023-08-21,Poor shower facilities,good shower disgust mould grow around edge clog sink shower gel shampoo holder rotten flood shower base stink dirty water cold water come shower good,disgust,0.9751699566841125
1,2023-08-08,Extortionate abuse of parking fines,use day pa despite follow rule issue £ park ticket absolutely scummy behaviour tantamount extortion use legal system vehicle shake visitor area milk quick cash online company recourse contact anyone fix issue absolute bully abusive customer,anger,0.7426549196243286
1,2023-08-24,"please, please, PLEASE just fix the showers",please sort shower beyond joke work shower work stink moldy many member completely feed lack action issue,disgust,0.6363862156867981
1,2023-08-30,Very bad management,bad management nasty political staff place unclean pt rubbish good one get rid please please please get rid manager,disgust,0.4381580054759979
1,2023-08-22,SEXUAL HARASSMENT at PUREGYM EDINBURGH…,sexual harassment edinburgh craigleith retail park female beware sexual predator infect hour year old daughter subject horrendous sexual attention yes eastern european men attend pm “men” range age mid mid stupid kid surround machine daughter use point make lewd remark petrify tried ignore people luckily still trainer site come stand say aware problem could little scared label “racist” happen company sensitivity people like take precedence safety young woman wife happen pick daughter “men” still outside wait separate car god know would happen daughter force walk home dimly light walkway predator arrive home burst flood tear call show zero tolerance people like cancel membership straight away catch cctv evidence wait speak manager available daughter feel confident face trainer help know problem problem come surprise management also want involve police daughter agreeable want young female subject appal behaviour come sexual harassment property never ever acceptable also number male user happen never say anything even though aware go see call bit apprehensive call police could help young woman terrible predicament zero tolerance sexual harassment,fear,0.9770132303237915
1,2023-08-23,Rundown and dirty,rundown dirty find really hard workout without sneeze lot dust various surface especially top wall divide vend machine sure could checklist clean area miss,sadness,0.5682603716850281
2,2023-08-22,Making changes to the gym without telling customers,use year love studio enough room workout front mirror floor recently start personal training program part membership base work schedule around availability studio recently start personal training take studio post app schedule board outside personal trainer kick u studio minute class start say need set room near mirror first second floor leave finish workout home continue like go another actually post info studio use seem happy treat extra pay customer well regular membership customer,joy,0.7820197939872742
1,2023-08-18,No Showers Available,shower please resolve long stand issue available shower month please call plumber,neutral,0.774284839630127
2,2023-08-22,No air conditioning. Ever.,mean sound dramatic impossible workout summer air con never switch reiterate c even hot summer day include ice cold make work much enjoyable however whoever run mallard road bournemouth clearly like switch unbearable exaggeration everyone pour sweat machine wet sweat really need sort unacceptable,joy,0.9193365573883057
2,2023-08-01,Too Hot. Needs Aircon on!,multiple puregyms around south birmingham big issue apart broken machine take week repair hot work without feel sick heat,sadness,0.8400598168373108
1,2023-08-22,Overall it's a okay gym to go,least brunch brighton central frequent vast place plain interior view even inexperienced beginner like would find durable train low rat buz trainer lxxx scammed money never fulfil promised session manager never reply email help fix dispute fake ad freeze cancel policy waste money never back bye,joy,0.2981426417827606
2,2023-08-21,Disappointing,notice clean station completely disappear upper floor proceed ask team member look notice say “oh suppose another team member tell “broken” station downstairs could use signage tell anyone see point make way downstairs clean something upstairs personal hygiene important cleaning station one floor poor indeed also notice rule guideline football strip worn” however many many time see many people wear football strip rule particular rule allow broken,sadness,0.7857370972633362
1,2023-08-21,Don’t waste your time and money,waste time money instructor give class shock class rarely go ahead never full min min variety pre post work extremely limited less attendee book per class go ahead without warn people turn fully book class instructor insight one give reason happen say get pay go class get nothing,fear,0.5190639495849609
1,2023-08-21,First time visiting the gym today and…,linlithgow first time visit today tiny yet charge normal edinburgh west near gorgie road tiny weight section yanga machine either plus option really cheap also proper male female change room unisex room although issue may like disappointed hoping use closer home likely bench add knows…,surprise,0.5746901631355286
1,2023-08-18,Rundown and unhygienic,rundown unhygienic toilet particularly dirty excrement wall standard keep machine ever clean covid seem along time ago feel like place clean since restriction lift,disgust,0.4442879557609558
2,2023-08-16,Again no hot water,hot water happen frequently even day lax management resolve,anger,0.4793943464756012
1,2023-08-19,Unable to wipe down equipment,remove cleaning station ppl clean sweat puddle get disgust response want u lay people sweat thank,disgust,0.7929732799530029
1,2023-08-19,Hot and Sweaty.. Aircon fails to cool.,hot sweaty although expect workout hard work would make comfortable cooler aircon weirdly change room freeze maybe cool change room set,neutral,0.5540540218353271
1,2023-08-21,Another shower bites the dust.,another visit another shower bite dust two work dirty shower great wait shower peak time half naked please please please invest shower clean work,sadness,0.5702255368232727
1,2023-08-21,Air conditioning not working!! KITTYBREWSTER ABERDEEN,air condition work cut short workout uncomfortable ask get fix tell response report well good enough fast put fee slow replacement repairs…i want date air con fix thank response… already discuss manager could give date repair would carry go trust pilot,fear,0.5321788191795349
1,2023-08-20,Becoming unusable,multiple broken machine change room sewage problem try cover air freshener music class unbelievably loud hear car park obnoxious scream pt seem notice care anyone else exist staff clean place properly always rubbish mess everywhere sanitation issue spray tissue time pointless least open guess,anger,0.5313068628311157
2,2023-08-19,Lovely new gym with plenty of fantastic…,lovely new plenty fantastic friendly helpful staff major complaint sanitise station allow clean use expectation ask member staff counter productive allow fluent safe workout,joy,0.609548807144165
2,2023-08-19,Disappointing...,member edinburgh since look forward open linlithgow open yesterday th august visit morning issue * previous edinburgh craigleith gorgie twice size linlithgow gorgie £ per month craigleith £ per month core linlithgow £ per month core month promo £ far expensive size linlithgow surround area new opening falkirk september £ first month £ also large £ initial month would much reasonable price linlithgow * whoever bright idea facing treadmill towards large white wall dark corner obviously never set foot treadmill one want run walk treadmill stare wall please either add mirror along wall give illusion look whilst also able see behind turn treadmill around face * know open quite time yet material clean wipe use weve come pandemic one want use piece thats cover someone elses sweat * boil would rather warm cold either air con fan would good idea unless want people pass * enough weight bench weight bench nowhere near enough small imagine monday evening lot people stand around wait use disappointing especially give amount time youve know open amount time weve wait open please sort immediately issue easily rectify change soon definitely return know one,surprise,0.5512902140617371
1,2023-08-19,"PureGym in Tower Park, Poole has a padlock issue.",go tower park poole week locker womens change room occupy padlock woman leave locker open use padlock try point staff email company nothing,neutral,0.7168360352516174
1,2023-08-17,The dirtiest gym in Stratford,take membership week stratford say disgust understatement past week use around till believe state month old firstly enter see protien powder floor near entrance first day assume must recent exact patch thursday day later look like cleaned multiple machine order sign fine whilst empty multiple machine service day seem extremely uncaring typical public space tend clean morning cleaning usually take place end shift business shockingly see open redbud spill protein powder electrolyte drink bottle various food wrapper drink item leave around day day would like assume staff best see rubbish day repeatedly astound weight never easy find wether look specific dumbbell plate inconvenient blame user staff case see weight left place day seem strange consider busy big issue far men change room explain full extent filth horrible smell actual putrid toilet cubicle immense amount dirty toilet paper floor around stain floor bench look like hair snot shower understand daily cleaning business kind sanitary station like shame stratford seem affordable consider rapid growth local area either need increase price starve less respect customer allow rest value well provide clean member clean need sort clean schedule comprehend state honestly would rather refund month join fee genuinely shock much expect b corporate response action need take immediately,fear,0.4813489019870758
1,2023-08-17,Apalling customer engagement,apalling customer engagement filthy change room shower complete plugged sink whole week fareham manager available phone line tell one available talk send email tweet fb message tweet,disgust,0.48844918608665466
2,2023-08-18,Maintenance issues never resolved,value money upkeep facility poor vibrate plate work year member ski org machine break bannister stair broken place part miss could safety concern disabled toilet available use peak notice morning handle come loose last time close week issue need address ongoing basis never see feedback box year reply review see manager pointless use early hour work,sadness,0.5433900356292725
1,2023-08-17,Me and my two colleagues are ending our…,two colleague end membership much go downhill nick leave decent class instructor anymore everything always break perk towel enough keep come,neutral,0.37747690081596375
2,2023-08-16,Pure Gym Tipton have AC issues,tipton ac issue ac work complain time keep get reply work,anger,0.7761666178703308
1,2023-08-16,Corner cutting & attitude,start class wembley bit chaotic initially trainer late year old male arthritis scoliosis still fit previously around year martial art year ago structure unstructured matter train box shack thailand always warm stretch else damage arthritis shoulder year martial art shatter right ankle still turn purple fail warm properly wreck heavy bag assume warm stretch first class trainer late short time oddly insistent “hard fast” punch kick pad would warm bite anyway early class worry see absolute beginner attempt kick pad shin full roundhouse bash away fist pad initial stretch time spend warm technique go attempt martial art structure technique learn anything else else damage second class late train wembley moment bus get stuck thought min late go class initial pad work trainer start give hard time fast hard enough kick pad fair enough give class history warm attempt arthritis scoliosis would flag first class think well injure issue trainer raise voice point want everyone hear obvious attempt embarrass start say make effort effect partner share kick pad fine thought also aware go hard fast warm also damage know history second later another rant apparent lack effort lateness class start pm door shut whatever come say miss induction last time trainer around min late raise voice becomes pretty obvious attempt embarrass want remind last time attend late time thought thing happen say yeah sorry late aware rule want say actually hypocrite need practise preach roll late class last time point say sorry point think easier leave class one star review class attend felt frankly little dangerous corner cut rest fine clean well resourced good class,fear,0.9596241116523743
2,2023-08-16,Gym is pretty good for most equipment…,pretty good hr side extremely busy time full young student hang around group shower terrible always dirty hot water hit miss locker room equip u want change shower unless extremely quiet,sadness,0.7224959135055542
1,2023-08-16,Main gym was Bristol Abbey Wood,main bristol abbey wood work normal hour forget try fit work work oversold unusable pm final session ask different people machine get many set left showcase busy talk addressed concern manager prior leave whose suggestion work hour possibility freeze membership online mention £ continue freeze worry though send email reminder charge full price multiple month instead finish contact support twitter way mean lacklustre response acknowledgment previous loyalty concern make freeze first place sure company modern world send reminder instead pray forget offer refund despite set foot last straw consider keep multiple contract run use travel much well treatment another glad move,fear,0.5530813932418823
1,2023-08-14,Aircon!,aircon awful seem never way hot workout,sadness,0.6021465063095093
