Rating,Date Experienced,Review Title,Review
1,2023-10-15,The worst!,quite possibly worst ever used unfortunately convenient way work cheap however dirty updated year often broken absolute nightmare
2,2023-10-15,It’s a good gym but there are other…,good much better
1,2023-10-15,it does not have lower chest machines,lower chest machine even tap water must pay water
1,2023-10-15,Absence of Wi-Fi and poor 5G/4G signals inside the gym,rated star due prolonged issue broken fitness remain unfixed two month significantly impacting workout experience additionally absence wi fi poor g g signal inside hinders connectivity necessitating urgent improvement satisfactory user experience
2,2023-10-15,Big improvement and affordable…,big improvement affordable membership however class short basic driving individual limit attended two different class day different name set exercise exactly also many member amount available peak time
1,2023-10-15,Puregym northwich is awful,far warm ac work terrible ac put heating morning even though already boiling lack amount member busy time terrible music honestly worst run ever much improvement needed
1,2023-10-15,Over crowded,crowded need one sittingbourne
1,2023-10-15,The machines need service,machine need service say order also water leaking roof bucket sat day also basic machine like hammer incline press even improve moving jd sport price better machine
1,2023-09-04,Terrible never again!,terrible ppl trying get code door work seemed forever male member staff came opened side door ppl went towards told exit wait machine start working bcuz mess onlinepublic number tracker else il never go back terrible
2,2023-10-15,Most of the time I go gym early morning…,time go early morning nearby organised cuz unable find suitable weight
1,2023-10-15,Over memberships,membership way busy many annoying kid
2,2023-09-23,This is the most untidy gym I have ever…,untidy ever etiquette terrible people leaving fully stacked bar finishing deadlifts common never seen staff member tidying enforcing rule personal trainer often walking around coffee client attended one spin class dial bike work problem light got turned apparently turned disco point anyway style substance
1,2023-10-15,"The dirtiest, filthiest gym.",dirtiest filthiest ever used seen cleaner wheelie bin shower changing room chatham
1,2023-10-15,Yes it’s cheap but state of the place…,yes cheap state place disgusting time
2,2023-10-15,Decent gym horrible smell,decent range every go distinct smell sweat bo fan ac never turned paying £ month go country always travelling overpriced hell
2,2023-10-15,Sports water Hydration station is not…,sport water hydration station working everyone upper package
2,2023-10-15,Bad quality,common machine work environment girl workout become overcrowded men maybe make section woman big enough toilet facility never tissue price paid worth also u answer statement toilet disgusting environment hostile ur telling check app regulate ur clean toilet shxt hole
1,2023-10-15,"Dark, dingey, limited kit",got honest one talk others wrexham vibe disgustingly busy always kit extremely limited term weight want treadmill assuming working load actual kit sparse next room train cardio workout class always dirty day light dingey genuinely stopped using low key depressing going offence use regularly work work never never enjoy attending would much rather drive chester group go
1,2023-10-15,Equipment constantly broken ripped or…,constantly broken ripped warn shower awful
1,2023-10-15,SCAMMERS!!!,scammer offer good discount corporate offer renegade point check substituting lesser discount stating one discount time allow opt corporate discount would save considerably absolute con artist
2,2023-10-14,9 times out of 10 theres no flavours in…,time flavour water machine water ac rarely amount group kid see coming membership slowly increasing week week
1,2023-10-13,My monthly payment came out on a…,monthly payment came different card expected sufficient fund payment missed account blocked asked pay almost double reactivate account
2,2023-10-14,Without they inform me they suspend my…,without inform suspend booking class
2,2023-10-01,Pure gym colwick.Notts Things not as they seem,good charged £ went sunday morning train sainsburys opening hour good really hr birthday present cancel get without car work long hour dissapointing
1,2023-10-14,The pin never get sent to me as…,pin never get sent described thursday £ pay piroty voucher
1,2023-10-14,is an clean and safe and full of all…,clean safe full required machine happy
1,2023-10-14,Fix the showers,fix shower maintenance anything absolute joke month
2,2023-10-14,Equipment is always dirty and there is…,always dirty always service
1,2023-10-14,Bruv,good good
1,2023-10-14,Mostly bars without  grips,mostly bar without grip mostly machine cable broken tol machine many dust
1,2023-10-14,No wifi in the palmers green gym and…,wifi palmer green take much fee £ compared group take £ give wifi
1,2023-10-13,Place is small and the disabled toilets…,place small disabled toilet shower rarely cleaned always packed room stretch
1,2023-10-14,I paid for a premium membership so that…,paid premium membership could use whenever wanted unfortunately many people trying use busy time workout took half hour longer neither free weight machine available people using tend younger student spend ten minute scrolling mobile phone rep set place get functionally fit train hard really want improve found somewhere cheaper better maintained people spend half training session phone
2,2023-10-14,Run down and a health hazard,refuse ample hand item cable bar pull rope grip toilet disgusting sink always order hand drier think soggy roll blue paper touched everyone good post covid solution urinal leak time half locker unusable air con never always hot staff nothing keep clear tidy
1,2023-10-14,Everything is broken,everything broken used place need money put back atmosphere thing going place location need better
1,2023-10-14,My passcode never works on the…,passcode never work hydration station mfonido jonah
2,2023-10-14,Not worth it.,many machine renew end month trying charge £ instead £ contract sure trying say broke contract none commitment join
2,2023-10-14,Not very clean!,user seem wipe using watched three people walk away leaving seat rest covered sweat clean considering premium membership
1,2023-10-14,Door doesn't work for a month,door work month hot water week need go
2,2023-10-14,The changing rooms/showers are always…,changing room shower always need cleaning bottle cleaner cleaning also quite often empty
2,2023-10-14,"Too busy, out of order machines",looking
2,2023-10-14,Bad condition of female changing room,female changing room finchley road branch consistently unpleasant odor toilet regularly order…
2,2023-10-14,My pure gym keeps having to close…,keep close water issue lost day training probably lose recent time frustrating
1,2023-10-14,Don’t bother to the dungeon,bother machine basic dirty dark like dungeon natural day light light tv ambience hot
2,2023-10-14,Dirty and full of 14 year olds,dirty crowded full teenager loitering around hogging machine
1,2023-10-14,mens showers have been leaking and…,men shower leaking wasting water month turn leaking one valve
1,2023-10-14,Too pricey,pricey flexibility able use travel lot pause membership cancel restart admin charge
1,2023-10-14,It's very hard to book for class you…,hard book class like specific time u pay premium u book one week u pay premium u book two week class popular always booked regularly hard attend
2,2023-10-14,Crowded and the air con never works or…,crowded air con never work leaking
2,2023-10-14,"Messy gym, poor clientele",messy one reracks weight leg press constantly commission probably teenager jump top ot time happened today around pm staff nothing problem
1,2023-10-14,Is this what gyms have become?,year training never experienced horrid rammed full large group longer around matter time day seems swamped worst seem able move without bumping full video production setup camera tripod mics even one occasionally video light people crack workout involve filming ticktock last thing want background video sweating grimacing way workout given dirty look walked frame wannabe instagram model sticking rear end camera
2,2023-10-14,Multiple subscriptions WARNING,company stupid system multiple subscription linked bank account close account even though mention staff ahead time resulting losing data last month needing join pay joining fee system stupid exist people account accept step need place account perfectly normal main income holder household pay partner son bank account also mean fob cost £ disconnected need connected new account fix would easily
1,2023-10-14,"No much plates ,",much plate people hugging leaving user waiting forever… management team need front educate others long use machine unless double machine woolwich branch
2,2023-10-14,It’s fine for basic gym but if you want…,fine basic want freeze cancel continue charge made clear prior making change long period cannot cancel go back one discus think cancel anytime misleading
1,2023-10-14,Avoid PureGym - London Angel,unit small number member kit usually busy option choose unit also dirty lack sanitising station one stationed beginning kit left dirty sweaty greasy
1,2023-10-11,No hot showers on several days since I…,hot shower several day since joint june year dirty shower
1,2023-10-14,It's dirty,dirty full dust every help suffer psoriasis need cleaning time woman room could
1,2023-10-14,"Ditty toilets almost every day,not…",ditty toilet almost every day friendly staff general cleanliness standard
2,2023-10-14,It’s fine as a gym but the accessible…,fine accessible facility atrocious… wet room fine nowhere put bag stuff get wet hang towel fine hair dryer kind facility like get main changing room appalling really make feel uncomfortable using accessible option cannot use normal changing room put bench shelf put stuff proper shelf hairdryer getting ready work etc rating future
1,2023-10-14,Class bookings are difficult,class booking difficult give hour notice cancel class always possible customer service respond email
1,2023-10-14,You get what you pay for,paid higher package waste money higher package supposed give option booking next week class advance class class cleverly min majority usually book day get hr exercise mean min exercise time warm two class actually work min hour max class book mean could book week even though paying enter use app pas get well registering correctly even though class got ticked paper registrar accused turning class via email consequently blocked booking class cancelled class booked direct messaged said would fix week later messaged say still book got response day later yesterday saying please come try fix late… already registered another cancelled also zumba pilate yoga extra cost good know join one changing room whole lady two shower one started dribbling half way change one wash soap hair make small hard work purpose use service class joke non experienced instructor disorganised waste time
1,2023-10-14,Need to improve,good condition time towel wiping shower worked month plus hair dryer state
1,2023-10-14,Too packed at all times,packed time full young boy much talking trying act cool wearing crocs slider sock acceptable work
1,2023-10-07,Limited classes on Saturday and Sunday,limited class saturday sunday training instructor unfit class assigned
2,2023-10-14,"Busy Most of the time, broken machines...",time busy matter peak non peak hour broken machine fixed age extremely loud music always promotion new starter get people sign return old customer fee always lot thing improve keep membership longer definitely choose others instead
2,2023-10-14,Oversubscribed and therefore too busy…,oversubscribed therefore busy peak time
1,2023-10-14,Way too packed,way packed number machine low multiple people waiting skydome coventry
1,2023-10-14,Won't let me cancel my membership,let cancel membership always busy worker absolutely useless
2,2023-10-14,There was no toilet paper anywhere in…,toilet paper anywhere class booked ahead time app happen staff people standing around wondering going
1,2023-10-12,Complaint,complaint dear team member staines branch contacted manager feedback branch website answer serious problem follows cleaning station cardio floor one cleaning station located weight floor area must serve whole story disgusting cardio machine full sweat like rain cleaning station huge floor many member stair master climb mill machine working reported personally manager nothing happened nearly tripped injury would please confirm receiving promise look asap thank best regard ali
1,2023-10-02,A Breeding Ground for Covid,allows people clearly unwell train among healthy people people continuous hacking cough spreading germ day later test positive covid despite working home contact anyone else reported management team fob saying nothing could would even polite word member concerned remind need employ safe practice unwell
1,2023-10-10,Just received a £360 pound parking fine…,received £ pound parking fine using yeovil told membership included parking leaving immediately beware
2,2023-10-13,PureGym Leicester,staff member ok actually look like train besides member opinion cramped weight normal never right place bench really loose machine stiff something always order toilet horrible stink haymarket toilet
2,2023-10-13,Need to improve cleaning,dirty place specially shower room filthy smelly toilet always blocking machine always dirty place need cleaning
2,2023-10-13,The equipment really needs updating,really need updating weight training worry sometimes thing break go heavy member another go hour never feeling
1,2023-10-13,The class cancellation policy is not…,class cancellation policy good work fully intend go class train home delayed time per month stopped booking class period looking around another
2,2023-10-13,The gym is to small for the volume of…,small volume client often minute wait piece visited numerous occasion many people small space pity floor space much
2,2023-10-13,You get what you pay for...,budget cable machine never attachment magnetic weight divider always broken lose always beeping downstairs door something also contacted one pt app never got reply
2,2023-10-13,Unhygienic,toilet terrible staff friendly subscribed staff visible available
1,2023-10-12,Dirty filthy showers and toilets no…,dirty filthy shower toilet drinking water nonmusic
2,2023-10-13,Handle’s keep going missing,handle keep going missing drink machine working best part week phone holder rowing machine missing
2,2023-10-13,Let everyone have access to sports water,offer everyone basic membership sport flavoured drink segregating people weird letting everyone access
1,2023-10-13,Cancelling the gym membership is so difficult…,cancelling membership unnecessarily difficult phone number call cancel app sends link round circle find funny want freeze account spend money simply one button press cancelling faffing
2,2023-10-13,Sad state of maintenance,spacious got everything need several floor underground piccadilly circus station maintenance getting worse worse ac top floor work month fancy water machine also broken cannot even replace broken clock wall shame great potential
2,2023-10-13,Great gym terrible parking situation,great considering size biggest downfall parking recently received parking fine month ago cost £ minute enter registration maximum hour otherwise get fine apparently appeal even tablet working
2,2023-10-13,It's getting crowded and unhygienic,getting crowded unhygienic waiting time use ~ minute sweaty bench clogged washroom
1,2023-10-13,Maintainance Work,everyone received email three day electric work start till everyone start coming wasted everyone time fuel people time come gate saw pamphlet changed whats crap trainer let people know everyone paying thing happened owner think gonna finish duration time announced shut totally informed time email instead wasting time every single person
2,2023-10-13,Read the small print for a multi access…,read small print multi access membership use
2,2023-10-13,There are two cleaning stations in the…,two cleaning station entire never blue roll cleaning spray need change cleaning facility put lot people coming using machine
1,2023-10-13,Pure gym are like costa,p kid fire alarm always goin one seems know switch
2,2023-10-13,The entrance door out of order for…,entrance door order week need maintenance
1,2023-10-13,The gym is not clean,clean music good thinking go different time go music music start annoying
1,2023-10-12,Its too busy,busy towel sauna pool jacuzzi provided price almost £ month expected
1,2023-10-12,Awful staff and always busy,awful staff always busy customer steal careful
1,2023-10-12,Physically assaulted by staff member,physically assaulted staff member trying close door room class suddenly started bellowing booming music right behind tried quiet cardio workout temporarily take mind fact long found mother incurable cancer could even hear programme streaming earphone full volume staff member shoved chest sarcastic aggressive rude even pointed done commit assault shocking
2,2023-10-12,Overall good but WiFi and network is…,overall good wifi network really bad work
2,2023-10-12,Limited machines,limited machine overloaded member
1,2023-10-12,There’s not enough weights upstairs…,enough weight upstairs always busy kg kettlebell old old machine clean invest new weight
1,2023-10-12,Dissapointing,would love give star would able use properly disabled access lift upper floor order almost month
2,2023-10-12,Becuase I tryed to cancel  it  and it…,becuase tryed cancel working money food month
2,2023-10-12,I transfered to EldonGardens,transfered eldongardens newcastle found quite depressing music hot old machine good one used go quite dissappointed
1,2023-10-12,Bathroom and toilet bas smell very…,bathroom toilet ba smell dirty join said cost joining carhage pound fuccckkkkcking lie
1,2023-10-12,Number of classes has decreased,number class decreased evening chose result available fully booked spin bike poorly maintained many fault e g unable adjust position bike resistance
1,2023-10-12,People leave weights everywhere and…,people leave weight everywhere like staff give flying monkey
2,2023-10-12,Poor and out dated equipment,poor dated try change
1,2023-10-04,The gym is 24 7 poor parking,carpark restriction mean cannot attend longer hr return within hour pub etc accommodate restriction signing
1,2023-10-10,Yet again sort the showers out,yet sort shower fyi removing order sign leaving dirty non working shower fixing issue causing frustration
1,2023-10-10,won't be going back assistant manager…,going back assistant manager say everything like class suffer diabetes change thing work called discrimination cancelled membership returning also like cleaning product clean want use piece someone else usedyou need invest blue roll spray bottle unsanitary
1,2023-10-10,Unacceptable Conditions in Our Showers,extremely disappointed state shower dirty also disrepair disheartening management unresponsive concern lack maintenance attention completely unacceptable deserve better
2,2023-10-10,Wont be long before it’s as clarty as x4L,new new staff… although cleaner set time staff walking past rubbish changing room walking spray bottle actually making attempt clean maintain standard good sign sitting phone fair enough cleaner basic housekeeping also need simple sticker putting weight away stacking ontop smaller disc need barrier first platform people walking behind lifter platforms… enough space bench platforms…
2,2023-10-10,Something constantly broken,could great sadly issue make less machine constantly order especially cable take week get repaired leg extension machine broken twice row adduction machine order month least one cable machine broken nearly constantly top bring clip since keep disappearing understand people take solution find sure company size annoying fact men toilet time soap seriously
1,2023-10-03,"Hi,had to give one star",hi give one star could leave review one star much review honest truthful management thats best company offer sack lot discussing yes angry 😠 daughter law locker broken bag stolen told management said aware happening believe group woman prove informed police said people organised pick locker open sound unbelievable true shame add insult injury sill using change little thieving group look please aware even though put lock locker sill much safe dare management challenge thing put review please please careful organised group
1,2023-10-10,Horrendous experience,horrendous experience ashamed full age kid clearly idea using playground staff sitting around ignoring going safety clearly top priority avoid cost
1,2023-10-10,Tired equipment,tired broken many member machine expensive used cambridge new busy add insult injury car parking machine validate ticket ncp charged £ pressed assistance button reply ncp app forever logging getting kind support day hour
1,2023-10-10,Lazy staff,lazy staff cancelled membership first time class cancelled told arrived manager would taking class one show worth allowing come cancelling spot bothered previous occasion pt downstairs u room rushed take calss member ended taking written apology one second time insult membership cancelled edit thanks reply offered free month customer service declined went next day another class surprisingly two u turned also cancelled reason three fewer people show management instructed trainer cancel class focus cleaning
1,2023-10-08,General feedback,general feedback review response generic usually incorrect many response state feedback taken onboard take feedback inprove member sadly case usually feedback ignored change implemented also clear generic response team know local environment commenting making excuse another disappointing reason number one member
1,2023-10-09,Too packed,packed since renovation supposed improve made worst cramped actually made free weight area much smaller health safty risk hazardous weight floor never rack super tight step people whilst train … mad dangerous treadmill either face wall immediate entrance people enter walk front behind feel look awkward disjointed messy atmosphere become dead many serious people used train left leaving large mainly school college student training socially large group set never available need manager really care others raised numerous time likely reply review generic template popular busy … bothering tackle point raised… nothing ever get done sorry rant regular goer spoken largely feel would join new goer save disappointment better good thing parking location…nothing else
1,2023-10-09,Crayford Puregym Parking Scam to make money,£ parking fine registering vehicle crayford response review written hour ago say speak manager resolve say nothing relationship parking company write response thanking customer feedback make main sign entrance car park clearer registration required make clear email warning app pull login pas seems issue date back early reported newspaper article still going nothing resolve disgraceful
1,2023-09-17,Can't pay my bill,missed payment unable contact pay bill app mg account blocked money owe keep creeping really bad service something thats meant rolling month month contract tie david spinks
1,2023-10-02,its a rubbish gym,rubbish racist manger pt smoke weed stink repair machine least month enough better ashton line etc stalybridge plus male pt go lady area pervert
1,2023-10-07,Ive just joined this gym and at least 2…,joined least personal trainer work extremely rude first day asked one help told go ask someone else different day asked different member staff help told could anything help one seems able help many personal trainer around either always used work never like
1,2023-10-10,Never pay a PT upfront for sessions if…,never pay pt upfront session billericay anything go cancel session hour agree pay money back cannot rearrange say ‘pt refund management nothing help daughter refund trust pt billericay advance payment
2,2023-10-06,"Zero compassion customer service, unclear terms, and pricey late fees",froze membership one day direct debit due come realised could afford pay month cost living crisis hitting hard benefit due mentally physically disabled checked see info saying would take longer freeze take place could see charged £ monthly fee + £ late fee dd unable come account asked refund since would tried best stop dd coming since clearly really struggling moment received absolutely zero compassion help reply empathy fellow human struggling eat late fee tried avoid taken way budget affected mental health hugely believe literally zero compassion shown towards honest mistake
1,2023-10-04,Your website boasts free parking,website boast free parking wrongly made assumption member people using free workplace parking football parking member fed queuing whilst watching people return work car witness people parking walking leicester stadium evening match get anpr strapped cash cannot support member use free parking soon worth member paying people park car free able use facility
1,2023-07-06,I’m so apsed !,apsed apply freeze membership co month away send email done check online banking took money 😡😡 really bad 😡😡😡😡
2,2023-10-04,Unpleasant Experience Due to Poor AC and Closing Time Policies,air conditioning leaf much desired making workout uncomfortable past day noticed issue closing procedure approximately minute closing time staff member go around remind everyone impending closure minute official closing time staff member insists everyone leave immediately even politely mention still minute left remains persistent vacate premise made experience quite unsettling far welcoming unfortunately apparent mean contacting manager address concern disappointing
1,2023-10-05,Car parking scam,would liked rate much higher really enjoying car park scheme employ fraud big sign around parking area saying member use car park parked time since registered get fine calling parking company tell register vehicle tablet every time park read sign notice board tell kidding acceptable resolved fine lifted make much clearer everyone system work whatever organise people adverserial system see realy bad publicity take u
1,2023-10-03,Poor hygiene,regular member bromley staff member fantastic main problem lack hygiene regular basis soap paper towel member going toilet wash hand touching present running water hope occasion priority fixed asap offered train work u travel work bromley area time hot water fixed week
1,2023-10-04,"basic, small & too busy",pretty basic small mega busy time member year seen piece new kit time reinvestment kit poor use space consideration membership number £ month priced
1,2023-09-17,Unkempt and unmaintained,attended newport atrocious much smaller made appear photo well half machine working neither yanga water dispenser water dispenser also looked dirty well maintained atmosphere threatening unwelcoming
1,2023-10-03,Messy Gym,member year really gone downhill time half time finding need people always moving thing putting back signage telling people put weight back needed also enough cable need get rope straight bar never enough also incredibly busy understandably something theyd want fix would checking cctv entrance seeing many teenager entering one account together
2,2023-10-01,Decent gyms,decent parking pain register every time need facility register car register every time park
1,2023-10-02,Poor management,gone downhill going < year cancelled membership due poor cleanliness poor management seriously disappointed would recommend
1,2023-10-03,One of the worst unreliable gym Walsall…,one worst unreliable walsall stated hour paper reach door open u contact emergency line inform open day due bla bla even bother inform u mail text happen multiple time latest today still u need pay car park otherwise penalty inside dirty always wifi like using year one management totally unreachable experience overall worst morning nightmare branch shame franchise know people publish feedback truth always hurt thank much nothing
1,2023-06-05,Shocking service,shocking service cancel membership cancel take payment try cancel physically make impossible cancel cancel direct debit
1,2023-05-01,Incompetent,joined first opened opening offer month later started taking much higher amount direct debit many many many phone call later popped time manager never never call back none tt staff original staff know offer totally frustrating principle cancelled contract admit error late shame close house
1,2023-10-02,Be warned!!,warned recently experienced serious injury end membership payment taken account start month requested refunded use service response inline policy refund would issued mind technically theft careful dealing also mean contact email etc
1,2023-10-02,Been going to this gym for few years…,going year seen downfall management told manager last week yanga water pay flavour lazy refill liquid male manager rudely say trying get free drink rather helpful paying service machine order week get fixed water pressure shower always low cold water overall bad experience since last manager left last month
1,2023-09-30,Rude Staff,faulty fixed long period time despite telling staff changing room stink assistant manager extremely rude helpful manager helpful either staff overall rude
1,2023-10-01,Awful company,giving star option zero bought day pas grandaughter gymn travelled min get arrival pin number sent would work could get rung bell several time online said pin work ring bell member staff let hour trying use pin ringing bell staff appearing gave went home way call call number online automated voice tell make contact via social medium would advise looking gymn use puregymn
1,2023-10-01,Please fix the app and website,omg please fix website app operate online phone customer service website app crash way contact facebook twitter email work customer use social medium website app working simultaneously access email address web page even load
1,2023-09-30,Not Safe For Shy People,week going using machine knew finally built courage ask staff member use hack squat machine case killed anxious person huge step thought everything right looked person uniform checked make sure quick question could done throughout someone rest set would heard guy talk much money making think would mind much stumble hey sorry could help really quickly look like scum earth client told asking help asks aggressively kind help need help way could understand idiot way point shaking almost cry tell actually shift wearing uniform suddenly realise second quick guide injuring terrible waste time ran floor xcite would never treat like truly awful experience
2,2023-10-01,Inconsiderate members,use time week although staff seem nice member consideration watched people leave weight barbell move another station put weight wrong place leave stuff one take even using week someone set phone barbell went live instagram whats fair enough want video set communal area people also going videoed wish staff could enforce rule around disgrace
1,2023-09-01,Yanga water not working,paying month access yanga water still order week appropriate case paying get full refund please take care
2,2023-09-30,"Good gym equipment, very inconsistent hot water, do I have to pay extra for hot shower as well??",good space good complain toilet use bc thats hard control hundred god know people flocking everyday hot water inconsistent paid membership includes shower often get cold water lucky stream warm water followed cold water pay hot water hour well seriously annoying
1,2023-09-29,Was taking a shower walking back to my…,taking shower walking back locker female member staff walked men changing room un announced apology male member staff done female changing room would lose job reprimanded every fifteen minute constantly reminded speaker company fire safety policy yet cannot train staff ask people clothed entering changing room trust pilot way make feeling heard complaint department website good protocol training none existent
1,2023-09-30,Extremely rude and unprofessional management,raised concern management via email response received rude unprofessional even make sense
2,2023-09-29,Grubby,possibly untidiest poorly equipped ever weight place put back grubby bench place also look like need nap tired manager particularly helpful seemed interested chatting personal trainer helping first visit rather driving urban exchange usually go even though live ashton
1,2023-09-28,Is it just the male changing rooms that…,male changing room shower female disabled one also state feel quite discriminatory
1,2023-09-28,Trainer no show,+ year thought anything would book induction getting started session booking induction app easy received email follows booked onto get started session youll met anthony entrance outside pod teal top little early meet arrive ” arrived bit early use toilet quite clearly looked lost trying find toilet member staff approached ask ok found toilet returned foyer entrance “outside pods” nobody teal top anywhere seen went inside waited minute staff member walked past blanked nobody asked ok much smile left changing home somewhere else hopefully staff little friendly update response reply sufficient detail including name date time location able deal issue see cctv give information considering changing home decided cancelled membership today
1,2023-09-28,Disappointed,disappointed going year always enjoyed workout space plenty room feel like crowded machine moved upstairs making feel opposite try go back machine got group lad standing around year young make feel really intimidated never would feel like process looking another
1,2023-09-28,Things are getting worse,thing getting worse since left last review hand dryer men changing room use week maybe longer training leg wanted calf press machine action went leg press machine near also action seems like management resource fix thing pay good money use facility fair machine action thing get fixed quickly unfortunately situation improve soon look alternative ipswich
2,2023-09-28,Male changing room - not fit for purpose.,member sometime joining andover research read review seemed one consistent major complaint male changing room facility primarily shower changing room constantly wreaks urine shower simply work one hot warm shower month attending approximately time per week complaining ever rotating staff utterly pointless simply want hear anymore simply ignored management freely admit give toss management disgrace never seen regional personnel visit simply operates pay money care basis well supported busy disdain user treated considered unacceptable relatively similar alternative would shot similar opinion held majority user basis rate company note response comical surprise clearly read review seriousness expected say like intent etc reality andover shower work changing room stink urine
1,2023-09-28,"Broken equipment, terrible member service",following complaint sep yet another week stepper still broken update feedback
2,2023-09-22,Would be great if other trainers could…,would great trainer could morning class instead tom thompson
1,2023-09-26,Showers are not working,shower working report ignored terrible terrible service management feedback social channel stop promotion start fixing poor poor state
2,2023-09-26,What’s with the new layout?,new layout went downhill many month broken machine lack tidying cleaning etc new layout change awful hopefully temporary icing cake good gone bad disappointing
1,2023-09-11,Stockport North Gym loos absolutely…,stockport north loo absolutely stink removed one two sanitation point replace spray blue roll balanced bin
1,2023-09-20,Like others have said,like others said shower need fixing cleaning need better
2,2023-09-25,Ladies area is cramped,lady area cramped treadmill really hope would put always long line woman waiting zee really rude told get machine client waiting told nearly done kept pushing need get humiliating positive side clean
1,2023-09-24,This is shocking service ...i am from…,shocking service essex £ nationwide membership nationwide mem ership least year tried visit witney done many time last year cannot gain access message say membership cover longer list always able use witney witney witney removed cannot use existing customer use absolutey able continue using facility available joined national membership service consideration client become awful add quite fine billericay car park home fine either forgetting sign login machine machine logging number plate properly sure several time proven smart charging car park owner hour still cancel fine say problem wash hand many people complaining parking billericay surely duty client try sort loyal member year really give damn cancelling membership forever
1,2023-09-13,The gym has gone down hill,hill increased fee sad say whole experience gone downhill since lockdown lockdown change management majority instructor class used pretty good fully energy time class full class ish although call class different name pump body tone lbt class ok inspiring repetitive time boring use great spin instructor tuesday wednesday evening monday spin class always fully booked … instructor good energy motivation changed playlist routine made class fresh inspiring want go every week step class also pretty good bootcamp ok say class instructor due time… … need revamped energetic move time aerobic type class like body attack kettlebell class maybe step class … price increase pay additional class like yoga think saw zumba timetable week last instructor looked dancing front bedroom mirror really teaching lady section dead need upgrading need smith machine chest press leg press woman getting stronger want boring ab machine back machine next whole wall thrown away possibly could fit smith machine mat get rid power plate machine us take away maybe one bike add leg hamstring press machine get good air con get hot stuffy top every time enter main entrance sink
1,2023-09-22,Do NOT trust PureGym,member getting frustrated fed lack action men shower specifically failing repair failing clean firmly hq team… complained raised concern green mould smell written review contacted director leeds every single request ignored taken sample mould evening sent environmental health
2,2023-09-23,Online company that can't provide an online service!!,current member wanted add additional membership app state via app contact customer service resolve straight away speaking someone telephone online run totally online operation make sure fit purpose e customer make necessary change online
1,2023-09-22,Garbage,garbage moved cuz one parking parking ridiculous unsafe first secondly company deal parking nightmare deal take anything even used voucher give case gone one since may give pay £ cuz machine work staff useless like class session manager classless office guy make big decision move also fool garbage absolute horrendous
2,2023-09-18,Inputting registration,inputting registration people forget enter registration want work straight away like day got parking fine min one time forgot registration
1,2023-09-20,The new layout is horrendous,new layout horrendous anyone wanting cardio find alternative crammed together corner machine right next one another never space running machine facing wall cm face suggest layout plan changed continuing membership
2,2023-08-11,It's ok for the price but they should…,ok price hire cleaner sometimes really dirty
1,2023-09-19,To Rebecca Passmore and UK PureGym HQ team,management e rebecca passmore uk team support fix problem member report… generic response sorry star contact manager… clear resource approval cost fix problem fault …… increased cost membership yet cannot provide clean safe enjoyable place workout list thing resolve priority men shower fix shower remove mould smell fix water pressure clean better dust everywhere police car parking use anpr required fix many machine constantly break also side note leicester looking great well kept invested replicate walnut street giving lick paint update might actually make member feel getting value money
2,2023-09-13,All the best instructors always leave…,best instructor always leave replaced one far inferior standard hence reason bother class much
1,2023-09-19,Thanks Pure Gym I was late for work…,thanks late work yesterday evening bothered fix shower month wait car park wait shower get plumber
2,2023-09-18,More expensive than any other Puregym…,expensive midland yet fraction listed service pay clean tidy boiling hot air conditioning save money wi fi despite included membership
1,2023-08-26,very poorly organized,poorly organized lack number customer used go wandsworth well organized moved wembley happy wembley
1,2023-07-03,SHAMELESS THEIFS,steal child abusing thier lack knowledge technical world money
2,2023-09-17,Not enough equipment or to many members,every time go little available use unless go pm good due work day
1,2023-09-18,It was supposed to be my induction day…,supposed induction day september pm reached literally one give induction first time worst experience want join
1,2023-09-18,Deliberate cold showers to save on…,deliberate cold shower save money confirmed paying fee cover hot water update update boiler setting
1,2023-09-17,The gym manager has an appalling…,manager appalling attitude member rude aggressive abrupt shame good personal trainer friendly enough trained year never spoken like due shockingly poor customer service option cancel membership put complaint heard nothing back say al really
2,2023-09-11,You’ll struggle to find plates,firstly say clean expected becasue new like big open struggle find plate wasted time walking around trying find kg kg plate benching people would come take bench safety bar bail going struggle tell safety bar sit far high bench press suppose get pay cheap
1,2023-09-18,Unprofessional trainer,writing express dissatisfaction behavior one personal trainer foad recent class studio today attended class led foad scheduled start however disappointment foad left room shortly class began chose prioritize personal training client instead teaching class disrupted class also displayed lack professionalism commitment participant paying member believe essential instructor like foad fulfill responsibility commitment student incident left feeling frustrated disappointed level service provided kindly request address matter promptly ensure incident occur future affect overall quality experience member like hope resolution ensures better accountability professionalism staff thank attention issue look forward response action rectify situation
2,2023-09-16,The gym suffers from trying to do too much and doing nothing well.,suffers trying everything everyone ending nothing especially well great cardio equipped free weight bench cable machine prime location little space peak time able planned set good hack squad machine hurt shoulder pull bar low push station dwarf vending machine work google pay car park token faff poor ventilation mean stink bo time place go way join switching ftc
2,2023-09-17,So Untidy,simple question employ someone keep functional zone particular tidy especially weekend
2,2023-09-14,Not impressed with the classes or…,impressed class instructor taking class
2,2023-09-09,Frustrating most times I visit,really need address phone zombie spend time staring phone instead concentrating workout several time asked someone nearly finished waiting age said another rep go back phone minute later left without finishing set still sat phone frustration shared many member want get set done go constantly held people watch video need address growing problem placing poster asking people use phone mindful user long frustration boil bigger problem also flickering light shower smell like urinal good either
