Rating,Date Experienced,Review Title,Review,Generated Topics,Extracted Topics
1,2023-09-04,This gym needs more equipment,"this gym needs more equipment one preacher curl ? 3 benches at dumbbells isn’t enough very expensive for a small gym in comparison to other larger pure gyms so much wasted space pure gyms are generally excellent imho but this needs worked on inside , it’s handy for quick workout but disappointing overall the smith machine seems cheap in comparison to other pure gyms ? also the benches aren’t the same quality just seems a bit of a rushed gym this one to get opened . will use occasionally on way to work but disappointing"," overall. 

1. Small gym 
2. Cheap equipment 
3. Disappointing overall To answer this question, I extracted the 3","Small gym | Cheap equipment | Disappointing overall To answer this question, I extracted the 3"
1,2023-09-04,Cold showers that reek of pee,"the showers are like a roller coaster of sadness, tepid to freezing and using the excuse of saving energy isnt going to stop me from finding a gym that lets me have a decent shower. if you really care about improving your carbon footprint put in some solar panels etc so there is actually some hot water.  also the changing rooms have been reeking of pish for months now. either your members are spray and prayers or you have a pretty serious sewage problem",". i dont know which is worse. the showers are cold and the smell is unbearable. 
1. showers are cold.",showers are cold.
1,2023-08-09,MONEY SNATCHING PT,money snatching pt do not use any of the personal trainers at the gym! i had a private lesson with christina harris and she never showed up and hasnt paid me back. shes a scammer and the gym have taken no responsibility for it. they have refused to pay me back and offered me zero compensation. do not waste your money on this crap excuse of a gym theres gyms way better than this.," 

1. bad personal trainers 
2. christina harris scam 
3. refuse to pay money back",bad personal trainers | christina harris scam | refuse to pay money back
1,2023-09-02,OK if you enjoy the smell of urine,this gym is ok if you enjoy the smell of urine. as soon as you walk in you’re hit in the face with the smell of urine which is quite unpleasant. as you enter the female changing rooms it only gets worse. not to mention the lack of cleanliness and poor facilities. half the machines throughout the gym are becoming broken and music from the classes during the day is unbearably loud. i actually hate it here.," 
1. smell of urine 2. female changing rooms 3. broken machines and loud music",smell of urine | female changing rooms | broken machines and loud music
1,2023-09-01,ABSOLUTE WORST CUSTOMER SERVICE EVER!,seriously guys you need to get some active professional customer service. you can’t speak to a human. messenger takes 10 hours to respond. then have to email of which was done 2pm yesterday and still no reply. can’t access gym now for 2 days yet you have taken my money. spend some money on decent customer service where people get a quick response," and actually care. [END]
1. Customer service is bad.
2. Messenger takes too long.
3. Money was",Customer service is bad. | Messenger takes too long. | Money was
2,2023-08-01,Don’t feel comfortable as a woman,"don’t feel comfortable as a woman. men stare at you like dogs the second you walk in, as you must pass the entire gym to get to the changing rooms. has most machines for a small gym however not enough space in free weights room- can fit 9 people max, so not worth paying £28 per month. staff are alright and location is convenient though",". 

1. uncomfortable 2. men stare 3. not enough space",uncomfortable | men stare | not enough space
2,2023-08-18,Very Dirty Gym,"hi ive recently joined the gym at eastgate. ive been going to a lot of classes which i am enjoying. however, the studio where the classes take place is really dirty. after every class my hands are filthy and the water is black when i wash them. do you clean the studio and the exercise mats? it doesnt seem like they are cleaned regularly.  i am also shocked at how filthy the water fountain is, last time i went to use it, there was old hair and lumps of something brown in the drain. it was really disgusting. people will get sick if it remains that dirty.  can you please reassure me that there is a regular cleaning service at eastgate gym, and that they will step up their game to keep the gym users safe and healthy?"," 

1. Dirty studio 2. Dirty water fountain 3. Lack of regular cleaning service",Dirty studio | Dirty water fountain | Lack of regular cleaning service
1,2023-08-29,"Equipment breaks, do nothing.","edit* response from puregym we do regular maintenance, and wait for engineers? did the engineers take over 2 months to replace the batteries in the broken clock? routine checks? funny. because them cross trainers have been broke for months!!! do your job or leave!!! you dont even put a sign on the broken machines. should legal be involved if a person gets injured from your lack of intelligence? you do nothing, and let your customers use broken machines because you dont care  only having 2 cross trainers is bad enough for a gym. but then when one of them stops working you do nothing. also pt tom will happily take your money, and now for over a year still owes me lessons. dont bother. this location is run badly, and equipment including the clock is left to fault like the fates of the management here",". 

1. Maintenance 
2. Broken machines 
3. Injuries To customers To answer this question, please provide a summary of","Maintenance | Broken machines | Injuries To customers To answer this question, please provide a summary of"
1,2023-08-29,Non-existing customer service,non-existing customer service over the phone if you want to cancel and refund you have to wait ages for the automated response to get back to you. unacceptable for such a high price you pay for a average gym.," the only thing better than the gym is the sauna. 
1. bad customer service 
2. high price 
3. sauna is good",bad customer service | high price | sauna is good
1,2023-08-24,Not worth it whatsoever,"the gym is incredibly busy, even in the evening from 8-10pm. i am surprised that there are barely any staff present and so many people are squatting on the power cage despite no safety guards being available - especially after the death of justyn vicky (bodybuilder who died after failing a squat and the barbell breaking his neck). barely any point signing up to the gym unless you are a fan of queueing for equipment. on top of this the weights are never put back in the right rack even if they are available. worst gym i have been to by far, its a shame because there is a tonne of space that is not being utilized - ridiculous when the freeweights area is packed full of people tip toeing over one another - causing even more safety issues."," 
1. Gym is busy.
2. Staffing and safety issues.
3. Weights not properly organized.",Gym is busy. | Staffing and safety issues. | Weights not properly organized.
1,2023-08-28,So disappointed,so disappointed. puregym muswell hill have cancelled another class?? please can someone explain what has happened to this gym?? pts are dropping like flies and there are barely any classes anymore. monday 6pm pump with murat was my favourite., now i go to the 6.30 class and it's just a bunch of old men who talk about football. i've tried,30 class and it's just a bunch of old men who talk about football. i've tried
1,2023-08-27,Bring back wash stations ASAP,"please puregym livingston bring back wash stations for equipment! this is a major step backwards and one where people will leave. no wash stations to wash dirt equipment is a major negative! treadmills are sodden with sweat and stains, fixed weights much the same."," the only good thing is the new tvs. 

1. lack of equipment wash stations 
2. equipment is dirty 
3. new tvs",lack of equipment wash stations | equipment is dirty | new tvs
1,2023-08-28,Used to be great - pure gym muswell hill,"i used to love this gym, having been a member here for almost 3 years. promises of a gym refurbishment which hasnt happened, poor management, and high staff turn over. air con is v bad and there is always a smell in the gym. groups of young guys hogging all the machines. murat leaving is the icing on the cake. he was my pt for two years. he will be a massive loss to this gym. my husband and i have both cancelled our memberships",". i wouldnt recommend this gym to anyone. 
1. bad air conditioning 2. bad management 3. staff turnover and loss of",bad air conditioning | bad management | staff turnover and loss of
1,2023-08-26,Good luck if busy,"broken gym equipment, minimal equipment for use so good luck if it’s busy? tried out to see if i liked it before fully joining but a big no from me. plus the music is sh1t3","rd and the staff are rude. i’ve been here twice now and will never return. 

1. broken equipment 2. bad staff",broken equipment | bad staff
1,2023-08-26,Two days in a row no one bothered…,two days in a row no one bothered showing up for my get started session. i was no nervous about joining a gym and this has completely put me off. i emailed them after noone showed up for the first session. the apologised and booked me onto one the following day. well no one showed up to that one either. i wont bother trying again.," 

1. No attendance.
2. Put me off.
3. No response.",No attendance. | Put me off. | No response.
2,2023-08-21,Poor shower facilities,"gym is good but showers are disgusting!! mould growing all around the edges, clogged up sinks, shower gel/shampoo holder rotten, flooded shower base with stinking dirty water and cold water coming from shower. not good!!"," 
1. showers are disgusting.
2. mould growing.
3. clogged up sinks.",showers are disgusting. | mould growing. | clogged up sinks.
1,2023-08-08,Extortionate abuse of parking fines,"do not use this gym on a day pass, despite following all the rules they issued me a £60 parking ticket. absolutely scummy behaviour, tantamount to extortion using the legal system as a vehicle to shake down visitors to the area to milk some quick cash. as an online only company there is no recourse to contact anyone and fix the issue. absolute bullies and abusive of customers."," i would not recommend this gym to anyone. 

1. parking ticket.
2. online only company.
3. no recourse.",parking ticket. | online only company. | no recourse.
1,2023-08-22,SEXUAL HARASSMENT at PUREGYM EDINBURGH…,"sexual harassment at puregym edinburgh craigleith retail park. females beware - sexual predators are infecting this 24 hour gym. my 20 year old daughter was subjected to horrendous sexual attention by 4, yes 4, eastern european men when she attended the gym at 9pm. these “men” ranged in age from mid 20s to mid 40s, so not stupid kids. they surrounded the machine my daughter was using pointing at her and making lewd remarks. she was petrified and tried to ignore these people. luckily there was still a trainer on site and he came and stood with her. he said that the gym was aware of the problem but could do little as they were scared of being labelled “racist”! what is happening with this company when the sensitivities of people like this take precedence over the safety of young women? my wife just happened to pick my daughter up and these “men” were still outside waiting in 2 separate cars. god knows what would have happened if my daughter was forced to walk home through what is a dimly lit walkway with these predators there. when she arrived home she burst in to floods of tears. i am calling on puregym to show zero tolerance to people like this and cancel their membership straight away. they were caught on the cctv so the evidence is there. i am waiting to speak to the manager, once he is available that is, and once my daughter feels confident she can face it. the trainer that helped her knew this was a problem so it’s not as if the problem will come as a surprise to management. i also want to involve the police if my daughter is agreeable as i don’t want other young females to be subjected to this appalling behaviour. come on puregym, sexual harassment in your properties is never, ever acceptable. also, there were a number of male gym users there when this was happening but they never said anything even though they were aware it was going on. if you see it, call it out. if you’re a bit apprehensive then call the police, you could help a young woman out of a terrible predicament. puregym - zero tolerance of sexual harassment now."," cancel membership immediately. 

1. Sexual harassment.
2. Eastern European men.
3. Young women.",Sexual harassment. | Eastern European men. | Young women.
1,2023-08-23,Rundown and dirty,"rundown and dirty  i am finding it really hard to workout without sneezing at the gym. there is lots of dust on various surfaces, but especially on the top of wall divides and the vending machines.  not sure if pure gym could have a checklist for cleaning so these areas are not missed.","  i would recommend this gym to anyone who wants to avoid sneezing and dust. 

1. Dusty gym environment. 
2. Sneezing during",Dusty gym environment. | Sneezing during
2,2023-08-22,Making changes to the gym without telling customers,i have been using this for over 3 years. i love that they have a studio because there is not enough room to workout in front of the mirrors on both floors. they have recently started a personal training program that is not a part of pure gym membership. i based my work schedule around the availability of the studio but recently they started the personal training which takes up the studio but it isnt posted on the app or the schedule on the board outside. the personal trainer kicked 7 of us out of the studio 10 minutes before the class was starting saying she needs to set up. there was no room near the mirrors on the first and second floor so i left and finished my workout at home. if it continues like this i will go to another gym that actually posts info about the studio in use. seems they are happy to treat the extra-paying customers better than the regular membership customers,". 

1. studio space issue 
2. personal training program 
3. class cancellation issue  ",studio space issue | personal training program | class cancellation issue
2,2023-08-22,No air conditioning. Ever.,"i don’t mean to sound dramatic but it is impossible to workout in summer with no air con and this gym never has it switched on. i will reiterate. there is no a/c. even on the hottest of summer days.  i have been to other gyms (including other pure gyms) and they’ve been ice cold. it makes working out much more enjoyable.  however, whoever runs the gym at mallard road, bournemouth clearly doesn’t like having it switched on.  it is unbearable. no exaggeration. everyone is pouring with sweat. the machines are wet from their sweat. it really needs to be sorted out. unacceptable."," 

1. No air conditioning.
2. Lack of enjoyment due to heat.
3. Unbearable heat and sweaty",No air conditioning. | Lack of enjoyment due to heat. | Unbearable heat and sweaty
1,2023-08-21,Don’t waste your time and money,"don’t waste your time and money. instructors giving gym classes are shocking. classes rarely goes ahead, is never the full 45min or 30min and the variety pre or post work is extremely limited. if there are 4 or less attendees booked per class it will not go ahead without warning. people turn up for fully booked classes with no instructor insight and no one in the gym to give any reason as to why or what is happening. they say you get what you pay for but if you going for the classes you get nothing!"," 

1. Shocking instructors. 
2. Limited class variety. 
3. No instructor insight.   So I've been",Shocking instructors. | Limited class variety. | No instructor insight.   So I've been
1,2023-08-21,First time visiting the gym today and…,"pure gym linlithgow. first time visiting the gym today and it’s tiny, yet charging more than my normal gym in edinburgh west near gorgie road. tiny weight section, no yanga machine either so having the plus option here should really be cheaper than other gyms. there also isn’t a proper male and female changing room but unisex rooms, although this isn’t an issue for me some may not like this. very disappointed as was hoping to use this gym as it’s closer to home. is there likely to be more equipment such as benches added, who knows…"," but overall not impressed. 

1. Tiny gym 
2. Weight section 
3. Changing room issues To answer this question, I","Tiny gym | Weight section | Changing room issues To answer this question, I"
1,2023-08-18,Rundown and unhygienic,"rundown and unhygienic  the toilets are particularly dirty, with excrement on the walls if these standards are not kept to, are machines ever cleaned?  covid seems along time ago, feels like the place hasnt been cleaned since restrictions were lifted.","  the staff are very friendly and helpful, but the cleanliness of the place is appalling. 

1. toilets are dirty
2. covid cleaning",toilets are dirty | covid cleaning
1,2023-08-21,Air conditioning not working!! KITTYBREWSTER ABERDEEN,air conditioning not working!!! had to cut short my workout just too uncomfortable!!! asked when it was getting fixed was told no response when reported well that’s just not good enough!! pure gym are fast at putting up our fees but very slow at equipment replacement & repairs…i want a date when the air con will be fixed. thank you re pure gym response….i have already discussed with the manager he could not give me a date for when repairs would be carried out that’s why i went on trust pilot!!!!,"!

1. air conditioning not working.
2. equipment replacement & repairs.
3. date for repairs.",air conditioning not working. | equipment replacement & repairs. | date for repairs.
1,2023-08-20,Becoming unusable,"multiple broken machines. changing rooms have a sewage problem which theyre trying to cover up with air fresheners. music from the classes is unbelievably loud. you can hear it in the car park. obnoxious screaming from the pts who dont seem to notice or care anyone else exists. staff dont clean the place properly. theres always rubbish and mess everywhere. sanitation issues are out of spray and tissues most of the time so theyre pointless. but at least its open 24-7, i guess."," 
1. broken machines 
2. air fresheners 
3. sanitation issues",broken machines | air fresheners | sanitation issues
2,2023-08-19,Lovely new gym with plenty of fantastic…,lovely new gym with plenty of fantastic equipment and very friendly and helpful staff. only major complaint is that there are no sanitising stations to allow you to clean equipment before and after use. the expectation is that you ask a member of staff to do that for you. this is counter productive and doesn’t allow for a fluent nor safe workout.," 

1. equipment 
2. staff 
3. sanitising stations To answer this question, I extracted the three main topics mentioned in the review:","equipment | staff | sanitising stations To answer this question, I extracted the three main topics mentioned in the review:"
1,2023-08-19,"PureGym in Tower Park, Poole has a padlock issue.","i go to pure gym in tower park in poole and for weeks, the lockers in the womens changing room have been occupied with padlocks that women have left on there. the lockers are open but you cant use them because of the padlocks. i have tried to point this out to the staff, i have emailed the company but nothing has been done."," 
1. lockers occupied 
2. women leave padlocks 
3. staff does nothing To answer this question, can you list the three main","lockers occupied | women leave padlocks | staff does nothing To answer this question, can you list the three main"
1,2023-08-17,The dirtiest gym in Stratford,"i took out a membership this week at pure gym stratford and to say i was disgusted is an understatement. this past week i use the gym from around 4:30am till 6:30am and i can not believe the state of a 6 month old gym. firstly when entering you can see protien powder on the floor near the entrance which on the first day i assumed must be recent but the exact same patch was there on thursday 3 days later and hadnt looked like it was cleaned. multiple machines have out of order signs on them which is fine whilst the gym is empty but for multiple machines to be out of service for 4 days seems extremely uncaring. typical gyms or any public space tend to be their cleanest in the mornings as cleaning usually takes place at the end of shifts in most businesses but shockingly ive seen the same opened cans of redbud, spilled protein powder, electrolyte drink bottle and various other food wrapper and drink items left around the gym day after day. id like to assume that the staff are doing their best but to see the same rubbish for 4 days repeatedly is astounding. the weights have never been easy to find wether im looking for a specific dumbbell or plate which is inconvenient but i can blame users of the gym over the staff in this case but to see weights left in the same place between days seems strange considering this gym should be busy.  the biggest issue with this gym by far is the mens changing rooms. i can not explain the full extent of its filth. the horrible smell is actual putrid, the toilet cubicles have immense amounts of dirty toilet paper on the floor around them, there are stains on the floor and benches and what looks like hair and snot in the showers. i can not understand how there is not daily cleaning with a business of this kind. and there no sanitary stations like in other gyms. its a shame as the pure gym in stratford seems to be affordable considering the rapid growth of the local area but this gym either needs to increase its price to starve the less respecting customers and allow the rest to value the gym more as well as providing cleaning equipment so members can clean after themselves. and there needs to be some sort of cleaning schedule as i can not comprehend why its in such a state. i honestly would rather have a refund of the month and joining fee because this is genuinely shocking. i very much expect a bs corporate response but action needs to be taken immediately."," i feel this gym is not fit for purpose. 

1. protein powder on floor 
2. out of order machines 
3. filthy changing",protein powder on floor | out of order machines | filthy changing
1,2023-08-17,Apalling customer engagement,"apalling customer engagement filthy changing rooms and showers completed by plugged up sinks a whole week in fareham no manager available. phone line only tells you no one available to talk send an email, tweet, or fb message. tweet this."," #change_room_horrors #engagement_failures #bad_experience.
1. Customer",Customer
1,2023-08-17,Me and my two colleagues are ending our…,"me and my two colleagues are ending our memberships because how much the gym has gone downhill. with nick leaving there are no decent class instructors anymore. everything is always broken, and the perk of there being towels is just not enough to keep coming here."," 
1. Equipment is poor. 
2. Class instructors are absent. 
3. Towel service inadequate.",Equipment is poor. | Class instructors are absent. | Towel service inadequate.
1,2023-08-16,Corner cutting & attitude,"started a class at wembley pure gym, bit chaotic initially as the trainer was late, i’m a 60 year old male with arthritis & scoliosis but still fit. i had previously done around 15 years of martial arts (30 years ago) both structured & unstructured but no matter where you train, in a boxing gym or a shack in thailand you always warm up & stretch else you can damage yourself. my arthritis in my shoulders is from the years of martial arts, my shattered right ankle still turns purple after i failed to warm up properly & wrecked it on a heavy bag. i assumed there was no warm up or stretch during the first class as the trainer was late & we were short of time but was oddly insistent on “hard & fast” on the punch & kick pads. i’d warmed up a bit anyway as i was early for the class but it was worrying to see absolute beginners attempting to kick a pad with their shin in full roundhouse & bashing away with their fists on the pads with no initial stretching. no time was spent on warm up or technique & if you are going to attempt any martial arts structured or not technique is what you learn before anything else else you will damage yourself. the second class i was late, no trains to wembley at the moment & the bus got stuck but i thought i’m only 5mins late so went into the class. so after some initial pad work the trainer started giving me a hard time as i was not fast & hard enough on the kick pad, fair enough but given the class history of both not warming up before attempting this & my arthritis & scoliosis (i’d flagged this with him during my first class) i thought i was doing well not to injure myself further. the issue is the trainer was raising his voice to the point that he wanted everyone to hear & there was an obvious attempt to embarrass me & then he started saying by me not making an effort i was effecting the partner i was sharing the kick pad with, that’s fine i thought but i am also aware that if i go hard & fast i can with no warm up also damage myself as i know from history. seconds later there was another rant about my apparent lack of effort & then about my lateness & that the class starts at 6pm & when the door is shut or whatever you don’t come in but as i say i missed the induction last time as the trainer was around 10mins late so as he’s raising his voice & it becomes pretty obvious that’s he’s just attempting to embarrass again i wanted to remind him that last time i attended he was late but at the time i thought these things happen. i said yeah sorry i was late & i wasn’t aware of your rules but i wanted to say actually you are a hypocrite & you need to practise what you preach, you rolled late into the class last time & no point did you say sorry about that. at that point i thought it was just easier to leave the class & so i did. the one star review is for the class i attended which i felt frankly was a little dangerous with its corner cutting, the rest of the gym is fine, clean & well resourced with good classes","ess & how i should have known better. 

1. Class was chaotic.
2. Arthritis & scoliosis.",Class was chaotic. | Arthritis & scoliosis.
2,2023-08-16,Gym is pretty good for most equipment…,gym is pretty good for most equipment and is 24hrs. down side is that the gym is extremely busy at most times and is full of young students that hang around in groups. the showers are terrible as always dirty and hot water is hit and miss. locker room not equipped if u want to change/shower unless it’s extremely quiet.," 
1. equipment 2. showers 3. locker room",equipment | showers | locker room
1,2023-08-16,Main gym was Bristol Abbey Wood,"main gym was bristol abbey wood, if you work normal hours forget about trying to fit in a work before or after work, the gym is so oversold and unusable during 7-10am and 5-10pm. my final session at the gym i was asked by 3 different people on a machine i just got on how many sets i had left, which showcases how busy we are talking. i addressed concerns to gym manager prior leaving whose only suggestion was work out during other hours - not a possibility for most.  froze my membership online, it then mentioned the £6.99 to continue freezing, dont worry though puregym wont send you any emails or reminders about this and just charge you full price for multiple months instead when it finishes.  when you contact their support on twitter, the way you are meant to you will have some lacklustre response with no acknowledgment of previous loyalty or concerns about the gym that made you freeze it in the first place.  not sure what company in the modern world that doesnt send reminders but instead prays on you forgetting offering no refund despite not setting foot in the gym.  this was the last straw at considering keeping multiple gym contracts running to use pure when travelling but much better treatment at another gym and glad i have moved."," 

1. gym is oversold.
2. gym manager unhelpful.
3. membership frozen unfairly.",gym is oversold. | gym manager unhelpful. | membership frozen unfairly.
1,2023-08-07,Dirty Showers,"stark comparison - pure gym st georges leicester vs pure gym walnut street leicester.  how hard is it to have a safe, clean, warm shower? majority of the showers are either out of use (for over 2 months) or grubby, smelly and full of mold and germs. they alternate between very hot water and very cold water consistently.  doesnt matter which forum these issues are raised, direct to people in the gym, online or now here. these showers are becoming a public health concern.  can pure gym provide a full response on when these showers will be fixed. cleaned well and maintained (previously i have witnessed gym trainers pouring a cleaning solution into each shower. however this was before covid. its clear this has stopped due to the dirty and grime across the shower tray).  why can other pure gyms manage this well?","  the answer is simple - they have a dedicated team to maintain the showers. 

1. shower issues 
2. public health concern 
",shower issues | public health concern
1,2023-08-15,haverhill pure gym is corrupt,"why do all these staffs and shills reviews start off with a-licking then slip in some bitchy office remarks about a gym member that is irrelevant to this gym. a-licking and slipping in their true intent must be their way of life  you could look at dates and could read that they banded together and banned someones membership after they wrote 1 negative review about witnessing a pt do indecent stuff. they responded by telling everyone that the member did indecent behaviour, stripping and banned the member to avoid walking past them. what a bunch of cowards",". 
1. Staff and shills reviews start off with a-licking.
2. Office remarks about an irrelevant gym member.
",Staff and shills reviews start off with a-licking. | Office remarks about an irrelevant gym member.
2,2023-08-15,Lack of maintenance,"ive been a puregym member for many years, i had a plus membership, so i can compare to other gyms, and now im based in camden with a simple membership. this gym could be much better with some maintenance. ive seen one of the stairs climbing machine broken for months, leaving only one. today i tried 3 treadmills before i found one that worked properly. one wouldnt start the running belt despite the screen working properly, one had faulty controllers, so speed and incline could be only managed through the screen, and so on. one of the bicycles had no pedal. its such a nice and big space, its a shame the maintenance is so poor.  edit 3/10/23: over 1 month after writing this, the stairs machine is still out of service. and the only one left, is always occupied. please, replace the other machine"," with a properly maintained one. 

1. broken stairs climbing machine 2. treadmill issues 3. poor maintenance of gym space",broken stairs climbing machine | treadmill issues | poor maintenance of gym space
1,2023-08-15,Stockport South - disgusting change/toilet facilities - not addressed after raising.,"despite raising the issue yesterday the male toilet facilities have not been addressed/cleaned. the only change has been one toilet cubicle has been blocked off. facilities check sheet has been replaced - mondays checks have been ‘completed’ however none of the tasks on the sheet have been physically completed - i took pictures on monday and again today - the sink area is a disgrace and all debris/water that was there monday is still present today - despite there being clear instruction on the check sheets for these to be removed - no gm or agm checks were completed yesterday either.  still water is a health hazard, i don’t pay my membership fee to be put at risk, nor does anyone else."," 
1. toilet facilities 
2. sink area 
3. health hazard",toilet facilities | sink area | health hazard
1,2023-08-09,Very dirty and impersonal gym,"im shocked there are so many good reviews for this gym as it isnt clean and i find the staff are not on hand to help when you need them, they seem to hide away in the office or they are with clients doing pt. i never been to a gym where the staff seem so disinterested. there have been 2 new pts (female) that have joined recently who are chatty and make more of an effort but the rest of the team never speak to members and help with form etc. the gym is dated and very dirty. just because its cheaper then some other gyms doesnt mean standards should slip. i have cancelled my membership after being a member for 2 years today and have joined another gym that is immaculate and slightly better on price."," 

1. gym is dirty
2. staff are disinterested
3. standards slip To answer this question, I will directly extract the three","gym is dirty | staff are disinterested | standards slip To answer this question, I will directly extract the three"
1,2023-08-12,Showers are always stone cold or the…,showers are always stone cold or the boiler is broke… don’t waste your money on dated equipment and freezing showers. if they can’t even give their users a nice hot shower on a clean environment after a workout there’s something seriously wrong. save your money and join gym group or one of the other gyms in plymouth. i’ve been saying about the shower for months now and enough is enough. i’m cancelling my membership and joining a gym that actually takes care of its member needs. just trying to save money about seriously putting gym users backs up. the gym is meant to be an activity to take me away from stress and the trap world. i don’t come to the gym for dirty disgusting changing rooms and freezing showers.," 

1. Showers are cold. 
2. Equipment is dated. 
3. Shower freezing.",Showers are cold. | Equipment is dated. | Shower freezing.
1,2023-08-10,Air conditioning never on. Poor.,"air conditioning is apparently turned off between 10pm and 6am. it is controlled centrally. pretty poor if you go later during summer when it’s humid. not great, they don’t seem to be bothered. drinks machine also broke for weeks. slowly going downhill since it opened for me. shame. soon they will probably close at 10pm until 6am to cut costs further."," 

1. Air conditioning issue.
2. Drinks machine broke.
3. Service quality declining.",Air conditioning issue. | Drinks machine broke. | Service quality declining.
1,2023-08-01,TrainSafe? ShowerSafe?,"most of the showers are out of action. ones that are open are moldy in the shower tray and the ceiling is showing lots of green mould. the water goes from extremally cold to burning hot. the shower heads also have some weird fan on them to blow the water on you with cold air. all of which results in a terrible shower experience. i invite gym management to try shower in them. instead of looking at them at afar. especially all the grime and mold. come on pure gym, you constantly   preach about ""trainsafe"" gym cleanliness and hygiene - maybe  you should introduce ""showersafe"" a clean and safe place to shower.  the mold specifically is concerning. is it safe? is it bacteria ? a breading group for ecoli ? legionnaires? i expect more from a leading gym name in the uk, its not a back street gym after all!"," 

1. showers are out of action.
2. water temperature is inconsistent.
3. mold and hygiene issues.",showers are out of action. | water temperature is inconsistent. | mold and hygiene issues.
1,2023-08-09,Assistant Manager at London Wall Puregym Very RUDE!!,"i was at puregym (london wall site) on the morning of 9th aug 2023 and after 2hrs of working out i decided to cool down on the treadmill just doing a brisk walk.  one of the pg staff team who claim she is the manager, walked up to me and said i must put my bag away because it was health & safety. i said to her, i have been here for 2hrs now, so i am just cooling down for 10mins and i am done, before i knew what was happening i went back on the treadmill, the staff member said to me again, can you put your bag away now!  i again explained to her, i heard you, and i am aware of what you are asking, but i only need 10mins on the treadmill and i am done. she interrupted me again and was quite aggressive and insisting i put my bag away immediately!!! i got off the treadmill and said to her, my bag is not obstructing anyone and is practically nothing inside, the staff member got very defensive and said i was rude to her, i asked her, how am i being rude to you? she said i was frowning at her!!! next thing i knew what was happening she said something else (couldnt hear her due to the loud music) and then she stomped off.  i just want to make this clear i am aware of the no bags on gym floor policies, but i merely forgot to lock it away this morning and bought my bag on the gym floor. the staff member stated she is the manager, i am actually shocked to hear she is the manager and spoke to the members in that tone  i felt it was not what she said to me, but how she spoke to me, if she is the manager she should know very well as “good customer services” you don’t talk to your members like this, in fact you dont talk to anyone like this, i felt she spoke to me as if i was a stupid child in a playground! i am 51 years of age and i am aware of health & safety, i work for the nhs as a business manager so i appreciate she does not talk to the members as if they are some silly naughty child in a school classroom, does she speaks to her staff like that? she sounded like if i did not do it straight away as i am told, or i will get a slap!!!  what i am trying to said is, you will get members not always going to focus on the health & safety i.e. putting weights back or not to take bags or belongings onto gym floor, we all have busy life and not always aware of what we are doing, we just want to come to the gym do our training and leave. she could have just give me a little reminder and left it at that, and if i did this again, yes of course i agree there will be a warning, however don’t talk to me as if i am a stupid naughty child in a classroom, i did not appreciate it and i am sure no one want to be spoken to the way she did.  and for her to get defensive saying i was rude by frowning at her is just for her to attack me first, because she wanted the last words. i joined the whole of pgs (£54 a month) to use all the uk pg over a month ago so i can have the options to use other sites too, i do not pay this much to have some silly staff talk to me like i am stupid, frankly i felt harass and provoke by her, and pg is supposed to put a stop to harassment, this is a joke! puregym promote harrassment not preventing it""! puregym london wall deserve ""0"" star, i only use london wall site it 2 - 3 times a week because i work in the city! i go to other sites ( greenwich, kidbrooke, beckton etc and i never had any issues) this has left me feeling very vulnerable and quite anxious and at the same time i felt harass by her, but i am not going to allow this person make me feel harass or ruin my day."," said she was sorry for the inconvenience, but i told her no, i will report her to management. 

1. Staff member's",Staff member's
2,2023-08-08,For the most part the gym is great,"for the most part the gym is great, plenty of machines and free weights, quiet if you avoid the obvious peak hours and the staff have always been helpful and pleasant on the occasions ive needed to speak to them.  the problem is the temperature, its been an issue every summer for years. its like an oven, im sweating before i even leave the changing room. after a workout i cant cool down enough even after showering for ages and i was on the verge of passing out doing cardio yesterday which has spurred me on to write this. its the same every year, plenty of people mention it to the staff and im sure they raise it up the chain but nothing ever seems to happen. last year they brought in free standing ac units which helped for a few months but this year, nothing.  please dont give the standard response of the smart monitors controlling the temperature. if there is then they are clearly broken, set far far to high or the air con units arent up to the job. its that bad when work colleagues have asked about joining ive put them off explaining the above. it really isnt good enough for the most expensive puregym in the country."," 

1. temperature 
2. staff 
3. machines and free weights To answer this question, we will extract the main topics from the customer review","temperature | staff | machines and free weights To answer this question, we will extract the main topics from the customer review"
1,2023-08-04,Go elsewhere!!!!,"after being a member of this gym on and off for a number of years i can safely say i wouldn’t go back. the gym equipment is old and outdated, and broken.  there appears to be less weight plates and there is clearly no investment pushing people away. the gym is full of teenagers who just hang around and don’t do much apart from talk and mess about.  the staff are clueless and there appears to be a high turn over of staff which doesn’t help. i have raised the issues regarding equipment numerous times to the gym manager and head office and i get the same standard corporate boring answer, which no doubt will be posted again. i would suggest that you invest in the gym and bring it up to the standard of the other pure gyms local to runcorn or just close it. in short, it’s dreadful."," 

1. gym equipment is old and broken.
2. teenagers hang around and talk.
3. staff are clueless and turnover",gym equipment is old and broken. | teenagers hang around and talk. | staff are clueless and turnover
